"rep","k","BIC"
12,7,234872.0454
12,8,235459.0467
12,9,236043.2918
12,10,236607.1289
13,2,233378.9786
13,3,231915.2908
13,4,229184.7984
13,5,229767.806
13,6,230330.3179
13,7,230940.8412
13,8,231509.188
13,9,232059.95
13,10,232955.0493
14,2,235143.706
14,3,232532.8719
14,4,230007.6519
14,5,230586.6135
14,6,231584.6597
14,7,231729.163
14,8,232362.3325
14,9,233078.4215
14,10,233733.1272
15,2,237132.4108
15,3,234598.222
15,4,232055.341
15,5,232627.511
15,6,233232.0547
15,7,233814.6587
15,8,234640.6817
15,9,235222.7328
15,10,235823.0987
16,2,226846.1065
16,3,226037.7927
16,4,222958.7985
16,5,223544.0261
16,6,224108.2067
16,7,224657.6208
16,8,225254.7506
16,9,225803.9448
16,10,226411.8488
17,2,233644.2477
17,3,232261.3109
17,4,229845.9559
17,5,230414.2068
17,6,231019.9424
17,7,231573.4087
17,8,232589.7484
17,9,233166.4763
17,10,233629.9046
18,2,229162.9231
18,3,227181.9771
18,4,224952.9337
18,5,225514.4056
18,6,226096.4545
18,7,226667.24
18,8,227248.0513
18,9,227839.8888
18,10,228742.3735
19,2,231780.4699
19,3,230553.3523
19,4,228066.0654
19,5,228627.5238
19,6,229195.04
19,7,229779.2575
19,8,230362.8008
19,9,230969.1056
19,10,231511.9056
20,2,226212.0848
20,3,225044.4975
20,4,222588.2927
20,5,223171.289
20,6,223749.7405
20,7,224318.7766
20,8,224897.2339
20,9,225453.9114
20,10,226042.6873
21,2,231391.7904
21,3,229972.8907
21,4,227505.8491
21,5,228079.4076
21,6,228643.3634
21,7,229217.6545
21,8,230163.9638
21,9,230713.8676
21,10,231312.5329
22,2,228371.7368
22,3,227042.6127
22,4,224850.2462
22,5,225425.3709
22,6,226013.0357
22,7,226597.572
22,8,227553.2154
22,9,228063.6886
22,10,228305.1291
23,2,230965.5813
23,3,229863.1121
23,4,227619.9214
23,5,228188.1772
23,6,228774.3779
23,7,229345.1112
23,8,230286.8885
23,9,230527.1562
23,10,231084.7564
24,2,234173.4051
24,3,232771.4867
24,4,230315.3848
24,5,231430.055
24,6,231465.6221
24,7,232509.0579
24,8,232576.7749
24,9,233173.9354
24,10,234006.9556
25,2,230294.7296
25,3,229689.3674
25,4,226369.3012
25,5,226944.5395
25,6,227501.6258
25,7,228098.6251
25,8,228677.0904
25,9,229268.8389
25,10,229822.9342
26,2,233580.1399
26,3,232174.9977
26,4,229809.2115
26,5,230820.4066
26,6,230960.3393
26,7,231557.0241
26,8,232123.6714
26,9,232706.4788
26,10,233290.6772
27,2,231376.8985
27,3,229704.3954
27,4,227535.0665
27,5,228103.6308
27,6,228688.8868
27,7,229262.8132
27,8,229850.6533
27,9,230777.5713
27,10,230965.8414
28,2,231653.5283
28,3,230407.0332
28,4,227844.5058
28,5,228425.043
28,6,228995.1243
28,7,229586.8144
28,8,230164.6994
28,9,230757.4098
28,10,231325.2356
29,2,231986.8341
29,3,230602.2533
29,4,228017.1841
29,5,229277.8138
29,6,229146.9539
29,7,229689.2572
29,8,230243.5395
29,9,230827.6957
29,10,231378.0287
30,2,234682.814
30,3,233047.5861
30,4,230258.8631
30,5,230826.8501
30,6,231404.9735
30,7,231981.6098
30,8,232952.4115
30,9,233554.1761
30,10,233673.4437
31,2,230709.6004
31,3,229313.3596
31,4,226899.1696
31,5,227493.5426
31,6,228037.6614
31,7,228645.1078
31,8,229215.4835
31,9,229791.7348
31,10,230387.1887
32,2,233900.3715
32,3,232551.0727
32,4,230045.8622
32,5,231325.3863
32,6,231182.1011
32,7,231751.8331
32,8,232311.6048
32,9,232894.3937
32,10,233500.1564
33,2,226957.9909
33,3,225568.8689
33,4,223081.4545
33,5,223670.9634
33,6,224259.8854
33,7,224837.2708
33,8,225402.6813
33,9,225964.2668
33,10,226551.1468
34,2,233850.9067
34,3,232516.2289
34,4,229609.2139
34,5,230188.7993
34,6,230756.6565
34,7,231331.218
34,8,231925.563
34,9,232869.5111
34,10,233426.077
35,2,233672.3627
35,3,232166.9769
35,4,229819.2074
35,5,230392.998
35,6,230950.2116
35,7,231529.3334
35,8,232100.0596
35,9,232678.6185
35,10,233260.3816
36,2,229457.5825
36,3,229013.4081
36,4,225533.8364
36,5,226105.0961
36,6,226659.9357
36,7,227234.6323
36,8,227800.2803
36,9,228405.5473
36,10,228958.7907
37,2,231168.0241
37,3,229335.8305
37,4,226814.9907
37,5,227401.6354
37,6,227955.4385
37,7,228524.4942
37,8,229519.657
37,9,229652.5835
37,10,230257.9325
38,2,232694.0366
38,3,231279.8181
38,4,228789.2845
38,5,229353.1926
38,6,230451.7033
38,7,230493.5443
38,8,231552.0041
38,9,232114.6877
38,10,232609.7171
39,2,232051.3762
39,3,230590.7507
39,4,228056.326
39,5,228620.0251
39,6,229191.714
39,7,229788.7468
39,8,230785.4184
39,9,230957.1877
39,10,231789.3286
40,2,230202.1428
40,3,227925.8952
40,4,225485.2504
40,5,226073.2068
40,6,226644.9517
40,7,227183.0235
40,8,227767.6362
40,9,228610.1823
40,10,229205.2235
41,2,227783.5974
41,3,226541.6262
41,4,223966.5002
41,5,224527.9156
41,6,225071.8714
41,7,225671.2112
41,8,226268.8097
41,9,226851.8342
41,10,227383.7063
42,2,231124.517
42,3,229718.1224
42,4,227423.3866
42,5,227988.2777
42,6,228555.1592
42,7,229144.819
42,8,230101.2263
42,9,230263.5138
42,10,230827.0638
43,2,228979.2871
43,3,226847.2851
43,4,224326.3447
43,5,224922.3485
43,6,225487.9058
43,7,226031.549
43,8,226626.2747
43,9,227514.3178
43,10,227781.1255
44,2,231982.4109
44,3,230712.4057
44,4,228032.7564
44,5,228608.6384
44,6,229169.7533
44,7,229722.8101
44,8,230353.2455
44,9,230881.8058
44,10,231430.8313
45,2,228453.27
45,3,227241.8709
45,4,225206.9112
45,5,225765.8774
45,6,226356.1062
45,7,226908.9674
45,8,227475.3351
45,9,228062.1011
45,10,228614.5726
46,2,229698.2654
46,3,228456.0775
46,4,226036.8753
46,5,226592.6668
46,6,227156.2016
46,7,227734.4147
46,8,228318.8763
46,9,228892.6187
46,10,229748.7667
47,2,230727.8024
47,3,229419.7443
47,4,226998.8972
47,5,227589.9316
47,6,228118.2523
47,7,228726.8468
47,8,229317.3165
47,9,229908.6476
47,10,230472.4803
48,2,227921.1443
48,3,226614.1614
48,4,223946.3833
48,5,224500.2366
48,6,225071.2115
48,7,225637.9171
48,8,226222.3708
48,9,226794.8859
48,10,227736.8655
49,2,232430.3651
49,3,231231.8805
49,4,228387.3236
49,5,228952.4037
49,6,229523.8682
49,7,230096.1011
49,8,230665.2285
49,9,231610.5765
49,10,231814.489
50,2,233480.8087
50,3,230902.4366
50,4,228435.9517
50,5,228998.5083
50,6,229582.9499
50,7,230120.5941
50,8,230672.7663
50,9,231264.4098
50,10,231829.6526
51,2,229348.7394
51,3,228086.2594
51,4,225487.1711
51,5,226062.3789
51,6,226646.4044
51,7,227215.1026
51,8,227760.0254
51,9,228343.5706
51,10,228936.8479
52,2,234800.2136
52,3,233594.1863
52,4,231036.9906
52,5,231621.6073
52,6,232189.6248
52,7,232780.3419
52,8,233592.9287
52,9,234138.7135
52,10,234751.6514
53,2,231744.915
53,3,229489.1805
53,4,227284.5176
53,5,227841.1408
53,6,228403.3179
53,7,228985.9361
53,8,229537.3901
53,9,230107.4426
53,10,230684.0114
54,2,231075.6488
54,3,229767.0178
54,4,227481.3818
54,5,228056.6982
54,6,228646.4391
54,7,229218.4488
54,8,230072.9282
54,9,230637.0841
54,10,231156.7826
55,2,231229.0589
55,3,229819.0124
55,4,227284.1955
55,5,227871.2184
55,6,228435.3086
55,7,229012.2742
55,8,229583.3315
55,9,230128.2757
55,10,230687.7414
56,2,228458.4117
56,3,227930.2959
56,4,224777.7506
56,5,225337.0081
56,6,225902.6397
56,7,226457.0473
56,8,227020.3168
56,9,227610.3484
56,10,228196.0141
57,2,233420.6793
57,3,232106.806
57,4,229764.435
57,5,230314.0216
57,6,230909.5318
57,7,231443.2101
57,8,232401.0218
57,9,232981.7397
57,10,233532.1957
58,2,230879.0281
58,3,229560.6513
58,4,227113.5229
58,5,227671.9269
58,6,228243.9748
58,7,228851.4364
58,8,229361.32
58,9,229919.4339
58,10,230543.2566
59,2,232390.8227
59,3,230822.3296
59,4,228653.9485
59,5,229216.1393
59,6,229777.6591
59,7,230358.4482
59,8,230916.0109
59,9,231494.378
59,10,232087.1354
60,2,229055.9526
60,3,226471.3954
60,4,223962.5316
60,5,224547.8522
60,6,225133.5222
60,7,225679.7134
60,8,226285.399
60,9,227114.4782
60,10,227427.1446
61,2,235719.9615
61,3,234391.0586
61,4,231980.6364
61,5,232560.4536
61,6,233109.8782
61,7,233689.546
61,8,234246.7379
61,9,234815.4539
61,10,235381.0045
62,2,231364.4908
62,3,229857.9289
62,4,227183.6345
62,5,227745.2671
62,6,228327.1988
62,7,228863.9174
62,8,229416.7983
62,9,230025.9585
62,10,230958.1521
63,2,227701.0816
63,3,225360.6471
63,4,223139.4292
63,5,223698.4372
63,6,224252.9173
63,7,224838.7196
63,8,225391.7307
63,9,225960.5208
63,10,226523.7798
64,2,230346.3197
64,3,229011.7048
64,4,226746.0492
64,5,227309.3016
64,6,227896.9092
64,7,228447.8989
64,8,229032.4374
64,9,229599.685
64,10,230212.6123
65,2,233259.8698
65,3,231815.5712
65,4,229502.1107
65,5,230079.7565
65,6,230634.2036
65,7,231257.4986
65,8,231807.6174
65,9,232399.6399
65,10,233308.2474
66,2,235390.5867
66,3,233815.2846
66,4,231418.7972
66,5,231994.5532
66,6,232576.1559
66,7,233157.664
66,8,233698.9049
66,9,234288.563
66,10,234864.634
67,2,232832.0955
67,3,231454.9292
67,4,229134.2428
67,5,229710.3724
67,6,230267.7987
67,7,230827.083
67,8,231850.2768
67,9,232418.8572
67,10,232569.3455
68,2,237326.934
68,3,236202.1726
68,4,233909.4604
68,5,234477.8857
68,6,235023.3856
68,7,235566.0162
68,8,236148.3714
68,9,236726.0691
68,10,237283.7726
69,2,231642.3313
69,3,230022.1867
69,4,227519.7661
69,5,228099.939
69,6,228677.71
69,7,229235.2737
69,8,229822.9078
69,9,230788.0114
69,10,230957.1692
70,2,231304.7525
70,3,228750.1309
70,4,226215.8396
70,5,226782.6556
70,6,227805.724
70,7,228368.4543
70,8,228511.0473
70,9,229510.803
70,10,229905.2229
71,2,225674.5268
71,3,224381.1882
71,4,221815.71
71,5,222391.5207
71,6,222946.2961
71,7,223498.7358
71,8,224057.8259
71,9,224649.6664
71,10,225233.7421
72,2,231250.1302
72,3,230163.8831
72,4,227850.915
72,5,228419.1162
72,6,228998.8029
72,7,229576.5084
72,8,230175.6402
72,9,230720.527
72,10,231313.5682
73,2,233757.8484
73,3,232328.1254
73,4,229676.1745
73,5,230256.9058
73,6,230847.2681
73,7,231404.5817
73,8,232000.119
73,9,232571.7004
73,10,233131.9027
74,2,232894.0531
74,3,230770.9835
74,4,228400.3445
74,5,228971.9098
74,6,229565.1238
74,7,230139.6613
74,8,230667.7478
74,9,231251.5272
74,10,231812.9388
75,2,231378.3926
75,3,229979.0518
75,4,227483.5877
75,5,228050.5153
75,6,228613.0697
75,7,229198.4664
75,8,229789.737
75,9,230769.9483
75,10,230942.1926
76,2,225371.46
76,3,224147.7022
76,4,221895.7487
76,5,222468.8086
76,6,223029.3193
76,7,223606.1377
76,8,224182.1587
76,9,224765.0576
76,10,225352.7632
77,2,228347.753
77,3,226792.8993
77,4,225039.5399
77,5,224975.8611
77,6,225542.5963
77,7,226126.1192
77,8,226657.8995
77,9,227241.253
77,10,228205.9986
78,2,228819.579
78,3,227420.8297
78,4,225555.3805
78,5,226129.7015
78,6,226694.5567
78,7,227249.7443
78,8,227866.4946
78,9,228429.5587
78,10,229263.5351
79,2,234726.6047
79,3,233749.5165
79,4,231046.7955
79,5,231635.4632
79,6,232207.5557
79,7,232761.8013
79,8,233346.9986
79,9,233935.9886
79,10,234897.7919
80,2,229457.0656
80,3,228142.8523
80,4,225914.6607
80,5,226472.359
80,6,227057.037
80,7,227619.8031
80,8,228179.212
80,9,228772.6837
80,10,229368.4055
81,2,232391.8084
81,3,231071.8763
81,4,228852.5948
81,5,229416.2675
81,6,229995.532
81,7,230561.5715
81,8,231148.555
81,9,231698.3506
81,10,232281.4647
82,2,231313.0568
82,3,230001.7864
82,4,227861.0842
82,5,228448.98
82,6,229021.1558
82,7,229579.1246
82,8,230186.4856
82,9,230758.553
82,10,231326.2373
83,2,232950.5898
83,3,230536.261
83,4,227967.2198
83,5,228536.801
83,6,229092.8433
83,7,229657.0826
83,8,230248.9484
83,9,230787.8625
83,10,231360.5707
84,2,234190.0151
84,3,232796.465
84,4,230323.6022
84,5,230898.3216
84,6,231488.2886
84,7,232066.1126
84,8,232621.9463
84,9,233205.8752
84,10,234137.7204
85,2,233861.1597
85,3,232450.8568
85,4,229922.639
85,5,230495.3811
85,6,231082.5498
85,7,231654.0189
85,8,232228.6103
85,9,233060.0857
85,10,233716.4328
86,2,230600.3784
86,3,229465.2453
86,4,226684.4533
86,5,227262.6484
86,6,227858.0434
86,7,228437.355
86,8,229354.8164
86,9,229945.7285
86,10,230515.5923
87,2,231825.1704
87,3,230521.9963
87,4,228305.6369
87,5,229350.2348
87,6,229412.0577
87,7,230003.8573
87,8,231042.6539
87,9,231541.0299
87,10,231979.2668
88,2,227072.1784
88,3,225692.4356
88,4,223146.9031
88,5,223734.6464
88,6,224299.9605
88,7,224890.1379
88,8,225428.5692
88,9,226029.7298
88,10,226584.4858
89,2,233180.411
89,3,231543.6166
89,4,229091.2428
89,5,229683.9047
89,6,230213.5004
89,7,230789.3208
89,8,231363.7372
89,9,231930.7629
89,10,232491.3849
90,2,230551.0054
90,3,227371.7567
90,4,225047.1189
90,5,225618.6819
90,6,226189.0496
90,7,226742.7791
90,8,227304.8692
90,9,227904.2726
90,10,228459.333
91,2,229759.2728
91,3,227160.6938
91,4,224756.4032
91,5,225339.3171
91,6,225917.9543
91,7,226497.5552
91,8,227085.5917
91,9,227619.6076
91,10,228241.4725
92,2,234557.2228
92,3,233047.1108
92,4,230607.6008
92,5,231172.4584
92,6,231748.588
92,7,232330.1283
92,8,232885.2962
92,9,233445.0638
92,10,234469.9155
93,2,229096.2623
93,3,227812.7235
93,4,225422.3644
93,5,226001.3836
93,6,226573.0074
93,7,227144.6095
93,8,228026.5372
93,9,228296.2611
93,10,228812.1266
94,2,228587.4273
94,3,225989.2152
94,4,223587.8615
94,5,224143.3554
94,6,224723.0158
94,7,225299.9667
94,8,225825.9849
94,9,226773.8069
94,10,227334.9138
95,2,236634.1367
95,3,235316.0105
95,4,232735.3582
95,5,233285.846
95,6,233846.7437
95,7,234405.8818
95,8,235000.1622
95,9,235565.3376
95,10,236158.5681
96,2,233336.3194
96,3,231876.8228
96,4,229650.0442
96,5,230224.8374
96,6,230771.9407
96,7,231350.6632
96,8,231948.6943
96,9,232521.301
96,10,233069.2365
97,2,236819.8274
97,3,234235.755
97,4,232042.956
97,5,232599.6354
97,6,233153.7958
97,7,233702.8987
97,8,234303.7113
97,9,234876.1828
97,10,235469.8006
98,2,230738.342
98,3,229651.8164
98,4,227277.4179
98,5,227844.6961
98,6,228426.3935
98,7,228996.1713
98,8,229570.8681
98,9,230144.4151
98,10,230688.6765
99,2,233106.7564
99,3,231781.0838
99,4,229331.288
99,5,229889.805
99,6,230448.7399
99,7,231022.1039
99,8,231612.168
99,9,232140.4523
99,10,232733.2828
100,2,233257.1472
100,3,232070.6278
100,4,229609.4866
100,5,230166.7196
100,6,230721.3995
100,7,231328.4414
100,8,231915.7137
100,9,232488.5662
100,10,233047.2792
